timestamp,symbol,strategy,entry_price,portfolio_balance,max_single_position_allowed,max_total_exposure_allowed,current_total_exposure,calculated_quantity,calculated_notional,buffered_max_notional,block_reason
2025-12-05T12:43:07.446Z,XLTCZEUR,mean_reversion,70.9709,32000,4800,8000,0,0,87360.00000000025,4656,MAX_POSITION
2025-12-05T12:43:07.973Z,ADA/USD,vwap_pullback,0.431658227,32000,4800,8000,0,10786.31127306187,4656,4656,PASS
2025-12-05T12:43:08.357Z,XXRPZEUR,mean_reversion,1.78240062,32000,4800,8000,0,0,87359.99999999997,4656,MAX_POSITION
2025-12-05T12:43:08.926Z,XLTCZUSD,mean_reversion,82.57248999999999,32000,4800,8000,0,0,87360.00000000073,4656,MAX_POSITION
2025-12-05T12:43:09.266Z,CRV/USD,vwap_pullback,0.40340299999999996,32000,4800,8000,0,11541.80806786266,4656,4656,PASS
2025-12-05T12:43:10.193Z,MASKEUR,mean_reversion,0.5805799999999999,32000,4800,8000,0,0,87360.00000000077,4656,MAX_POSITION
2025-12-05T12:43:10.363Z,XRPGBP,mean_reversion,1.5537321799999997,32000,4800,8000,0,0,87360.00000000146,4656,MAX_POSITION
2025-12-05T12:43:11.420Z,XRPRLUSD,mean_reversion,2.07519312,32000,4800,8000,0,0,87359.9999999996,4656,MAX_POSITION
2025-12-05T12:43:11.865Z,MASKUSD,mean_reversion,0.67067,32000,4800,8000,0,0,87360.00000000015,4656,MAX_POSITION
2025-12-05T12:43:12.240Z,SNX/USD,vwap_pullback,0.5225219999999999,32000,4800,8000,0,8910.629600284774,4656,4656,PASS
2025-12-05T12:43:12.968Z,MEUSD,mean_reversion,0.3322318999999999,32000,4800,8000,0,0,87360.00000000102,4656,MAX_POSITION
2025-12-05T12:43:13.636Z,ADA/USDT,vwap_pullback,0.43131087999999995,32000,4800,8000,0,10794.997798339797,4656,4656,PASS
2025-12-05T12:43:14.708Z,XRPUSDT,mean_reversion,2.0707887199999995,32000,4800,8000,0,0,87360.00000000068,4656,MAX_POSITION
2025-12-05T12:43:15.144Z,NANOEUR,mean_reversion,0.707725018,32000,4800,8000,0,0,87360.00000000016,4656,MAX_POSITION
2025-12-05T12:43:16.192Z,NANOUSD,mean_reversion,0.8149261119999999,32000,4800,8000,0,0,87360.00000000073,4656,MAX_POSITION
2025-12-05T12:43:16.207Z,XTZEUR,mean_reversion,0.41901859999999996,32000,4800,8000,0,0,87360.00000000077,4656,MAX_POSITION
2025-12-05T12:43:16.645Z,TIA/USD,vwap_pullback,0.6140133999999999,32000,4800,8000,0,7582.896399329396,4656,4656,PASS
2025-12-05T12:43:17.480Z,NOSUSD,mean_reversion,0.266266,32000,4800,8000,0,0,87360.00000000048,4656,MAX_POSITION
2025-12-05T12:43:17.577Z,XTZUSD,mean_reversion,0.48888839999999995,32000,4800,8000,0,0,87360.0000000009,4656,MAX_POSITION
2025-12-05T12:43:18.864Z,OPEUR,mean_reversion,0.27357329999999996,32000,4800,8000,0,0,87360.00000000109,4656,MAX_POSITION
2025-12-05T12:43:19.204Z,ONDO/USD,vwap_pullback,0.4800295499999999,32000,4800,8000,0,9699.40288051017,4656,4656,PASS
2025-12-05T12:43:19.896Z,OPUSD,mean_reversion,0.31791759999999997,32000,4800,8000,0,0,87360.00000000035,4656,MAX_POSITION
2025-12-05T12:43:21.212Z,PROVEEUR,mean_reversion,0.39519479999999996,32000,4800,8000,0,0,87360.0000000004,4656,MAX_POSITION
2025-12-05T12:43:22.056Z,XRP/GBP,vwap_pullback,1.5537321799999997,32000,4800,8000,0,2996.655446757884,4656,4656,PASS
2025-12-05T12:43:22.252Z,RUNEEUR,mean_reversion,0.5685679999999999,32000,4800,8000,0,0,87360.00000000109,4656,MAX_POSITION
2025-12-05T12:43:23.279Z,RUNEUSD,mean_reversion,0.6606599999999999,32000,4800,8000,0,0,87360.0000000008,4656,MAX_POSITION
2025-12-05T12:43:24.748Z,SOSOUSD,mean_reversion,0.6010004,32000,4800,8000,0,0,87360.0000000006,4656,MAX_POSITION
2025-12-05T12:43:26.614Z,DOT/USD,vwap_pullback,2.2437414999999996,32000,4800,8000,0,2075.1053541595593,4656,4656,PASS
2025-12-05T12:43:27.511Z,TONEUR,mean_reversion,1.3643629999999998,32000,4800,8000,0,0,87360.00000000109,4656,MAX_POSITION
